Price,temp
3.268,2
3.368,1.8
3.301,0.6
3.152,0
3.123,0.1
3.108,-0.5
3.005,-1
2.875,-1.3
2.821,-0.7
2.669,-1
2.69,-1.1
2.613,-1.5
2.851,-1.2
2.829,-1.4
2.875,-1.7
2.93,-1.6
2.959,-1.5
2.97,-0.8
2.943,0.3
2.94,0.3
2.898,-0.8
2.892,-0.6
2.89,-0.7
2.919,-0.9
2.97,-0.9
3.115,-1
3.135,-0.8
3.069,-0.6
3.062,-0.3
3.04,-0.2
2.934,-0.1
2.704,-0.1
2.682,0.2
2.69,0.3
2.769,0.4
2.927,0.5
3.079,0.5
3.268,0.7
3.768,0.8
4.253,0.9
3.739,1.2
3.439,1.3
3.284,1.4
3.197,1.1
3.195,1.2
3.17,0.8
3.178,1
3.187,0.9
3.226,0.8
3.298,0.8
3.196,1
3.153,0.8
3.13,0.4
3.074,0.1
3.018,-0.1
2.887,-0.3
2.793,-0.5
2.707,-0.6
2.708,-0.5
2.843,-0.4
2.957,-0.2
3.149,0.1
3.279,0.4
3.287,0.6
3.194,0.8
3.157,0.8
3.12,1.2
3.034,1.5
2.984,1.7
2.951,2
2.943,1.9
2.97,1.9
2.998,2.2
3.087,2
3.031,2.8
2.823,1.7
2.55,1.1
2.315,0.6
1.731,1.4
0.409,1.8
0.407,2.4
0.405,2.7
0.406,2.6
0.456,2.3
2.359,2.5
2.964,2.8
3.085,3.1
3.106,4.1
3.063,5.2
3.031,4.8
2.987,5.3
2.901,6
2.836,6.7
2.812,5.8
2.789,4.8
2.908,4.2
3.045,4.4
3.106,4.7
3.095,4.2
3.044,3.7
3.001,3.3
2.805,3.6
2.36,3.2
2.108,3
2.103,2.4
2.171,1.9
2.31,1.4
2.744,0.9
2.97,0.7
3.076,1.4
3.252,3
3.567,4.3
3.49,5.3
3.294,6.2
3.187,7
3.087,7.3
3.045,7.7
3.019,7.7
3.028,7.4
3.052,6.2
3.069,5
3.334,3.9
3.056,2.5
2.989,1.6
2.858,1
2.581,1.4
2.297,1.3
1.718,1.2
1.702,2
1.706,2
1.871,2
2.164,1.9
2.599,1.7
2.917,1.7
3.063,1.8
3.064,2.2
3.02,2.8
2.988,3
2.933,3.5
2.821,3.2
2.731,2.7
2.704,2.9
2.685,2.6
2.713,2.3
2.96,2
3.01,1.9
2.997,2.2
2.939,2.2
2.791,1.9
2.45,1.7
2.044,1.6
2.207,1.4
2.205,1
2.103,1.3
2.094,1.3
2.262,1.3
2.205,1.4
2.311,1.5
2.632,1.7
2.853,2.3
2.891,2.2
2.832,2
2.767,2.3
2.712,2.1
2.656,2.1
2.619,2.5
2.557,2.8
2.659,2.2
2.9,2
3.075,2
3.104,1.9
3.052,1.8
3.015,1.3
3,0.6
2.906,0.5
2.593,0.2
2.504,-0.1
2.515,-0.2
2.682,-0.3
2.797,-0.1
2.908,0.2
2.817,0.7
2.842,1.1
2.874,1.2
2.925,1.5
2.946,1.8
2.953,1.9
2.893,1.8
2.799,1.3
2.772,1.3
2.767,1.5
2.81,1
2.908,0.9
3.012,1.1
3.002,1
2.859,-0.5
2.849,-0.7
2.673,-0.7
2.301,-0.4
2.305,-0.6
2.235,-0.8
2.205,-0.7
2.303,-1.1
2.503,-1.2
2.965,-0.9
3.141,0.7
3.76,0.8
4.097,1
3.84,0.8
3.607,1.1
3.293,2.1
3.229,1.5
3.196,0.9
3.116,1.1
3.082,0.8
3.056,0.5
3.116,0.4
3.172,-0.2
3.104,-0.4
3.056,0.2
2.83,0.8
2.565,0.6
2.221,0.9
1.876,0.7
1.748,0.7
1.592,0.5
1.802,0.4
2.206,0.6
2.399,1
2.993,1.1
3.117,2
3.156,2.2
3.084,1.8
2.997,2
2.969,2.3
2.908,2
2.886,2.2
2.894,2.4
2.937,2.7
2.963,2.9
3.035,2.9
3.078,3.1
3.067,3
2.902,2.8
2.814,2.5
2.693,2.5
2.276,2.4
1.81,2.3
1.801,2.4
1.806,2.9
2.079,2.8
2.699,2.3
2.923,2
3.046,2.4
3.151,2.8
3.222,2.9
3.163,2.8
3.138,3
3.116,2.9
3.109,3.1
3.084,3.4
3.06,3.4
3.044,3.2
3.09,2.9
3.126,2.8
3.225,2.5
3.197,2.1
3.125,2
3.011,1.9
2.918,1.8
2.847,1.5
2.734,1.4
2.623,1.5
2.658,0.9
2.782,1
2.853,0.9
2.999,0.9
3.134,1.6
3.812,2.8
3.953,3.3
3.573,4.1
3.312,5.2
3.173,6.2
3.097,6.7
3.099,6.4
3.079,5.3
3.083,5.2
3.09,3.9
3.175,2.7
3.399,2.3
3.28,1.6
3.152,1
3.112,0.6
3.062,0.4
2.959,0.4
2.904,-0.4
2.899,-0.6
2.921,-1
2.887,-1.1
2.9,-1.4
3.014,-1.4
3.308,-0.2
4.113,1
4.379,2.2
4.109,3
3.571,3.5
3.301,2.4
3.131,1.6
3.029,2.5
2.99,1.1
3.007,4.1
3.031,3.4
3.084,2.5
3.138,1.8
3.066,0.4
3.005,0.6
2.983,0
2.95,-0.3
2.889,0.1
2.785,0.7
2.713,1.2
2.617,1.3
2.618,1.3
2.637,1.3
2.69,1.4
2.787,1
2.886,1.2
2.918,1.3
2.89,2.4
2.828,3.2
2.638,3.8
2.625,4.1
2.583,4.3
2.603,4.3
2.66,4
2.768,3.6
2.865,3.4
3.019,2.4
3.067,1.2
2.996,0.1
2.965,0.5
2.933,0.3
2.834,0.1
2.874,-0.8
2.794,-1.2
0,-1
2.697,-0.9
2.662,-0.2
2.465,0.6
2.687,2
2.764,3.3
2.824,3
2.858,3.8
2.844,4
2.789,6.3
2.731,8.2
2.429,10.1
2.346,10.2
2.32,11.9
2.336,11.2
2.401,10.1
2.853,9.2
2.948,8.3
2.966,7.1
2.857,6.5
2.799,5.6
2.597,4.8
2.547,4.6
2.406,3.9
2.41,3.7
2.516,2.9
2.671,2.9
2.938,2.9
3.069,3.9
3.428,5.1
3.654,6.1
3.565,7
3.409,7.9
3.244,7.9
3.044,8.9
2.967,6.6
2.911,7.5
2.892,11.3
2.918,11.5
2.969,10.5
2.991,9.3
3.009,7.6
2.989,6.9
2.98,5.4
2.951,4.4
2.85,4
2.417,3.5
2.428,3
2.465,2.1
2.603,1.6
2.772,1.1
2.906,1.3
3.193,1.9
4.085,2.5
4.861,3.5
4.2,3.5
3.898,3.5
3.65,3.2
3.229,3
3.071,3.5
2.998,3.6
3,4
3.005,3.5
3.139,2.6
3.655,2
4.041,1.5
3.698,0.9
3.265,-0.1
3.046,-1
2.89,-1.1
2.806,-1.5
2.737,-1.8
2.712,-2.3
2.689,-2.5
2.72,-2.8
2.92,-2.1
3.416,-1.1
3.956,0.3
4.076,1.6
4.101,3.3
3.888,2.9
3.783,3.5
3.796,3.9
3.794,3.5
3.585,3.6
3.341,3.3
3.252,2.7
3.301,2
3.464,1.8
3.95,1.1
4.063,0.9
3.762,0.4
3.432,-0.6
2.999,-1.3
2.87,-1.9
2.802,-2.3
2.73,-2.9
2.725,-3.6
2.769,-4.1
2.881,-3.4
3.571,-0.7
4.306,0.1
4.714,1.3
4.391,2.3
4.007,3
3.842,2.2
3.382,1.8
3.13,2.4
3.03,1.9
2.965,1.6
2.955,0.9
3.118,0.3
3.507,0
3.949,0.2
3.188,0.5
2.987,0.8
2.876,0.6
2.801,0.9
2.691,0.2
2.477,-0.4
2.445,-0.4
2.455,-0.6
2.573,-0.4
2.803,-0.4
3.23,-0.3
3.704,0.1
3.899,0.4
3.797,0.5
3.593,0.8
3.332,1.2
3.583,1.6
3.129,2.1
3.129,2
2.899,1.9
2.886,1.4
3.043,0.5
3.384,0
3.39,-0.1
2.987,-0.3
2.938,-0.7
2.866,-1.1
2.834,-0.9
2.643,-0.1
2.731,-0.8
2.662,-0.3
2.557,-0.2
2.635,0.4
2.731,0.7
2.768,0.9
2.742,1
2.798,0.8
2.847,0.9
2.826,1.1
2.727,1.4
2.648,1.7
2.607,2.2
2.529,2.8
2.481,3.4
2.628,3.7
2.736,4.3
2.832,4.4
2.841,3.7
2.828,3.8
2.823,4.3
2.808,4.2
2.756,3.2
2.755,3.3
2.684,4
2.612,4.1
2.603,4.4
2.649,4.3
2.642,4.2
2.665,4.5
2.714,4.6
2.819,3.9
2.885,3.3
2.854,3
2.82,3.6
2.745,3.6
2.682,4
2.636,4.1
2.602,4.6
2.587,4.3
2.717,4.1
2.836,3.9
2.955,4.4
2.94,3.4
2.878,4.6
2.826,5
2.756,5.4
2.814,4.9
2.801,4.7
2.795,4.3
2.783,4
2.816,3.7
2.914,3.4
3.596,3.1
4.312,3.3
5.059,3.1
4.88,3.1
4.727,3.5
4.387,3.2
3.787,3.3
3.58,2.4
3.145,2.2
2.998,2.3
3.096,2
3.138,2
3.187,1.8
3.194,1.7
2.971,1.6
2.937,1.7
2.859,1.7
2.815,1.8
2.749,2.3
2.607,1.9
2.602,1.9
2.608,1.5
2.741,1.5
2.814,1.5
2.89,1.8
3.052,2
3.137,1.9
3.036,1.5
2.988,2
2.915,3.6
2.884,4.9
2.856,6.3
2.819,6.3
2.812,7
2.815,6.6
2.831,6.5
2.863,6.5
2.89,5.7
2.872,4.7
2.847,4.8
2.811,4.5
2.693,4.1
2.426,4
2.405,3.4
2.388,3.4
2.406,3.4
2.51,3.3
2.672,3.4
2.811,3.4
3.049,3.4
3.434,3.3
3.339,3.3
3.325,3.7
3.653,4.1
3.709,4
3.562,5.1
2.781,4.5
2.841,4.4
3.466,3.8
3.377,2.9
3.412,2.8
3.715,2.6
2.789,2.2
2.746,1.4
2.593,1.1
2.269,1.4
2.088,0.9
1.858,0.1
1.973,-0.4
2.176,-0.3
2.373,-0.2
2.671,1.4
3.259,2.9
3.828,4.8
3.983,6.4
3.734,7.6
3.759,9.6
3.855,7.7
3.89,7.7
3.796,7.1
2.833,8
3.395,8.3
3.164,7.7
3.138,5.8
3.246,6.3
3.976,6.1
2.982,5.4
2.81,4.7
2.758,4
2.696,3.5
2.501,2.8
2.38,2
2.374,2.6
2.407,2.2
2.55,2.2
2.73,3.5
3.417,4.6
3.81,5
4.157,4.1
4.094,5.4
4.113,5.6
3.906,4.9
3.784,6.3
3.71,5.5
2.929,5.1
3,5.6
3.704,5.7
3.254,3.4
3.567,3.7
3.701,3
2.864,2.2
2.855,1.9
2.793,1.7
2.736,0.7
2.798,0
2.785,-0.5
2.783,-0.8
2.792,-0.9
2.799,-0.7
2.83,-0.2
2.824,1.6
2.865,3.2
2.872,3.9
2.908,5.3
2.912,5.3
2.895,4.7
2.868,4.4
2.838,5.9
2.781,6.9
2.767,4.9
2.854,5.4
2.896,5.4
2.866,5
2.955,5.1
2.852,4.7
2.853,4.4
2.851,4.1
2.808,3.5
2.628,3.2
2.505,2.8
2.48,2.1
2.45,2.3
2.455,2.3
2.47,2.7
2.386,3.1
2.438,4
2.714,4.5
2.825,3.9
2.76,4.2
2.659,3.9
2.506,4.7
2.392,4.7
2.297,4.9
2.293,5.2
2.367,4.9
2.507,4.3
2.721,4.3
2.773,3.9
2.787,3.7
2.758,3.6
2.642,3.6
2.408,3.4
2.445,3.2
2.302,3.1
2.036,3.1
1.784,3.4
2.051,3.4
2.546,3.5
3.05,3.9
3.21,4.5
3.349,5.2
3.333,5.4
3.207,7.4
3.203,8.9
3.2,9.1
3.066,9.2
2.47,9.8
2.695,9.7
2.69,8.7
2.653,6.9
2.746,5.6
2.851,5
2.683,4.9
2.635,5.4
2.21,4.9
0.676,4.4
0.497,4
0.492,4.2
0.41,4.2
0.564,4
1.038,3.3
1.896,4.1
2.709,4.8
3.094,5.8
3.207,6.8
3.118,6.8
2.96,7.2
2.868,7.1
2.89,7.6
2.818,7.6
2.679,7.7
2.662,7.4
2.69,4.6
2.741,3.7
2.778,2.1
2.83,1.3
2.818,1.2
2.786,1
2.692,0.8
2.587,0.2
2.599,-0.2
2.442,-0.3
2.418,-0.7
2.447,-1.1
2.481,-1.4
2.598,-1.2
3.174,-0.1
3.626,1
3.724,2.1
3.7,2.9
3.195,3.4
3.175,3.3
3.106,4.3
3.081,3.2
2.754,3.1
2.881,2.7
2.923,2.7
2.864,2.5
3.002,2.3
3.301,2.4
2.846,2.4
2.822,2.3
2.732,2.2
2.425,2
2.409,1.5
2.346,1
2.305,0.8
2.308,0.1
2.416,-0.3
2.676,-0.3
3.701,-0.4
4.021,-0.2
4.933,0
4.42,0.5
3.802,2.3
3.825,3.5
3.488,3.3
3.32,3.3
2.926,3.5
3.123,3.8
3.168,2.7
3.203,2.6
3.525,2.1
4.016,1.5
3.437,0.4
2.807,-0.2
2.777,-0.6
2.746,-0.6
2.742,-0.9
2.678,-1.1
2.665,-1.8
2.673,-2.5
2.669,-2.9
2.676,-2.5
2.719,-1.1
3.067,-0.3
3.469,0.3
3.773,0.2
3.721,1.3
3.528,1.3
3.531,1.1
3.35,0.7
2.765,1.5
2.906,2.5
3.157,1.6
3.465,1.5
3.724,0.3
3.961,-0.6
3.214,-1.1
3.04,-1.6
2.987,-2.1
2.899,-2.5
3.001,-2.7
2.925,-3.1
2.865,-2.7
2.751,-3.3
2.782,-3.4
2.76,-1.4
2.788,-0.8
2.787,-1
2.836,-0.4
2.873,1.2
2.998,0.5
2.884,-0.1
2.824,0.7
2.797,1.3
2.757,0.4
2.729,-0.1
2.722,0.4
2.766,-0.2
2.791,-0.9
2.815,-2
2.848,-1.8
2.839,-1.3
2.779,-2.4
2.758,-2.6
2.837,-2.4
2.819,-3.5
2.813,-3.8
2.807,-4.1
2.813,-4.1
2.832,-3.5
2.832,-2.4
2.821,-1.1
2.846,-0.8
2.845,-1.3
2.856,-0.8
2.874,-0.5
2.851,-1.1
2.833,0
2.796,0.7
2.77,1
2.774,0.9
2.808,0.7
2.917,0.2
3.032,-1
3.199,-1
3.176,-1.6
3.09,-1.8
2.973,-1.3
2.921,-1.2
2.726,-1.6
2.711,-1.9
2.728,-2.1
2.767,-2.1
2.795,-1
2.821,0.5
2.812,1.4
2.94,2.5
3.064,2.8
3.171,4.2
3.176,3.1
3.171,2.9
3.2,3.2
2.789,3.3
2.8,3.4
2.805,2.9
2.996,2.1
2.946,1.3
3.212,0.7
3.1,0.2
3.085,0
2.979,-0.6
2.934,-0.2
2.905,-0.4
2.836,-0.5
2.777,-0.7
2.726,-1.2
2.794,-1.5
2.994,-1.2
3.992,0.9
4.231,2.2
4.539,3.1
4.105,3.6
3.988,1.8
4.243,2.1
3.8,1.8
3.564,1.3
3.104,1.4
3.072,1.2
3.01,0.7
3.086,0.5
3.31,0.3
3.662,0
3.673,-0.8
3.459,-1.5
3.189,-1.4
3.007,-2
3.035,-2.4
3.002,-2.6
2.994,-3.1
3.025,-3.7
3.083,-3
3.181,1.3
3.89,1.5
4.688,1.7
4.838,2.1
4.367,2.6
3.942,3.2
3.982,3.4
3.919,3.6
3.855,3.6
3.447,3.5
3.307,3.6
3.373,3.4
3.6,2.9
3.763,2.4
3.831,1.9
3.72,1.8
3.575,1.5
3.224,1.3
3.051,0.8
2.92,0.5
2.898,0.8
2.899,1
2.898,1.1
2.904,1.4
2.933,2.1
3.505,2.6
4.025,2.7
4.05,2.7
3.907,3.3
3.853,4.9
3.861,5.3
3.727,5.1
3.098,5.8
2.937,5.1
2.917,4.6
2.915,4.4
2.919,3.7
2.905,1.7
2.896,1.5
2.891,1.7
2.905,2.1
2.838,3.3
2.614,3.6
2.155,3.5
1.993,3.3
1.971,3.6
2.043,3.5
2.216,3.8
2.5,4.1
3.901,4.3
4.103,4.9
4.248,5.4
4.24,5.6
4.089,8
4.568,9.2
4.032,10.4
3.957,10.8
3.94,10
3.662,10.1
3.445,9
3.268,7.1
3.183,4.9
3.514,5
3.691,4.7
3.502,4.3
2.936,4.3
2.302,3.4
2.32,2
1.777,2.1
1.977,1.6
2.04,1.3
1.706,2.3
1.848,3
2.507,3.2
3.383,3.6
3.726,3.4
3.506,4.8
3.413,6.9
3.163,5.6
2.924,4.6
2.785,5.1
2.715,2.6
2.715,3.3
2.713,4.2
2.849,4.1
2.796,3.3
2.787,2.9
2.979,3.2
3.078,2.7
3.002,2.3
2.036,2.5
2.408,2
2.356,2.1
2.298,1.4
2.377,1.3
2.386,1.1
2.37,0.9
1.997,0.7
2.401,0.8
2.688,2.5
2.856,4
2.859,4.7
2.856,6
2.833,5.4
2.712,5.8
2.615,7.1
2.54,6.5
2.639,6.3
2.606,4.8
2.616,3.8
2.952,3.2
3.1,2.8
3.185,2.6
3.042,2.6
2.933,1.9
2.887,1.2
2.765,0.4
2.742,-0.1
2.648,0.2
2.746,0.5
2.953,2.9
4.087,3.7
5.601,4.8
6.101,5
6.1,5.4
5.603,5.4
5.605,5.7
5.037,6.2
4.245,6.8
3.9,6.5
3.433,6.2
3.858,5.7
3.72,4.5
3.756,3.1
3.942,3.2
3.299,3
3.241,2.8
3.083,2.5
2.906,3.1
2.913,2.9
2.908,3.1
2.899,3.5
2.902,3.2
2.912,3.6
2.977,1.1
3.614,1.5
4.117,3.6
4.462,3.9
4.413,4.6
4.007,4.7
4.017,4.5
4.016,4.8
4.247,4.9
3.921,4.3
3.721,3.5
3.774,2.9
3.739,1.1
3.897,1.2
4.192,1.3
4.191,1.3
4.082,1.3
3.75,1.1
3.259,1
3.054,0.8
3.025,0.8
3.02,1.3
3.006,1.4
3.044,1.8
3.31,2.6
4.23,2.5
4.582,3.1
5.218,3.4
4.698,2.5
4.561,3.7
4.475,4
4.401,5.4
4.2,4.8
3.911,7.2
3.864,7.2
3.861,6.2
4.092,5.9
3.974,5.2
4.021,3.5
3.721,3.7
3.94,3.1
3.661,2.9
3.258,2.7
3.142,2.4
3.049,2.3
3.031,2.4
3.03,2.5
3.076,3
3.248,3.8
4.105,4.7
4.497,5.6
4.593,5.5
4.627,6.1
4.51,6.5
4.526,7.3
4.542,7.7
4.775,6.1
4.081,5.5
4.011,5.7
4.858,5.1
4.071,4.6
3.939,5
4.096,4.3
4.018,3.7
3.963,3.2
3.487,3
3.2,2.9
3.138,2.7
3.103,1.6
3.061,0.8
3.068,0.2
3.102,0
3.272,0.2
4.504,1.1
5.407,4.4
5.237,4.7
4.505,3.7
4.505,5.3
4.501,6.8
4.494,4.8
9.058,5.5
4.168,6.1
3.972,6.7
6.235,6.7
7.009,5.2
10.47,4.3
4.347,3.5
3.359,3.7
3.38,4
3.187,4.2
3.034,3.7
3.224,3.1
2.971,3
2.988,2.7
2.986,2.6
3.016,3.2
3.058,3.5
3.142,4.1
3.264,4.2
3.269,5.2
3.256,5.6
3.059,4.8
3.013,4.2
3.007,3
2.969,1.6
2.905,0.7
2.877,0.6
2.836,0.5
2.993,0.5
3.18,0.6
3.381,0.6
3.368,0.6
3.378,0.8
3.214,0.9
3.047,0.9
3.001,1.1
2.938,1.3
2.881,2.4
2.835,2
2.806,1.3
2.807,1.5
2.785,1.7
2.86,2
2.886,2.8
2.985,3.5
3.021,3.8
3.001,3.9
2.981,3.6
2.973,4.2
2.89,4.2
2.839,3.6
2.837,4.1
2.839,3.9
2.87,3.9
2.904,3.1
2.943,2.9
2.955,2.9
2.833,3.2
2.755,3.1
2.694,3.3
2.438,3.1
2.433,3.4
2.39,3.2
2.378,4
2.319,5.2
2.369,6
2.787,6
2.885,6.9
2.942,7.9
2.959,8.3
2.93,7.5
2.896,9
2.862,7.8
2.683,8.8
2.489,9.9
2.422,10.3
2.547,10.3
2.817,9.2
2.876,7.4
2.951,6.8
2.982,5.8
2.922,5.4
2.52,3.8
2.593,3
2.367,2.7
2.413,2.2
2.421,2
2.795,4.1
2.889,7.8
3.477,9.2
3.667,10.9
3.73,8.2
3.512,8.8
3.401,10.7
3.267,10.9
3.17,11.1
3.154,12.6
3.044,14.7
3.041,14.6
3.043,13.5
3.099,12.7
3.126,11.4
3.177,9.5
3.155,9.5
3.174,8
3.057,7.4
2.846,6.7
2.859,6
2.743,5.3
2.748,3.4
2.781,4
2.892,5.3
3.006,6.7
3.187,8.3
3.37,9.6
3.507,10.6
3.427,11.3
3.373,12.3
3.244,13.1
3.196,12.9
3.181,13.4
3.107,13.3
3.086,11.9
3.077,11.8
3.125,11.4
3.147,10.8
3.151,9.7
3.157,8.2
3.156,7.1
3.052,7.3
2.86,6.4
2.808,5.4
2.626,4.7
2.457,3.9
2.482,3.9
2.58,5.2
2.757,6.5
3.042,7.6
3.228,8.3
3.304,9.3
3.202,10
3.16,8.5
3.118,8.1
3.085,8.3
3.056,7.8
3.011,7.2
2.99,7.6
2.979,7.3
3.012,7.3
3.041,7.2
3.047,6.8
3.026,5.4
3.03,4.6
2.972,4.6
2.659,3.8
2.625,3.7
2.476,3.3
2.462,3.4
2.489,2.6
2.588,3.7
2.973,5.1
3.059,7.1
3.28,9.2
3.345,11.2
3.242,11.3
3.196,11.1
3.135,11.3
3.098,11.6
3.1,12.2
3.071,12.5
3.039,12
3.046,12.6
3.098,11.7
3.102,15.1
3.09,13.4
3.045,12.3
3.031,11.7
3.024,11.1
2.887,9.9
2.704,9.1
2.631,8.4
2.627,7.7
2.655,7.6
2.693,8.9
2.786,10.4
2.927,12
3.014,13.9
3.093,13.9
3.2,15.3
3.153,15
3.064,14.8
3.079,14.5
3.01,14.4
2.96,14.4
2.893,14
2.893,13.3
3.037,12.7
3.119,9.6
3.1,8.9
3.098,8.1
3.172,7.2
3.081,6.8
3.017,6.5
2.831,5.8
2.673,5
2.648,3.8
2.617,2.9
2.545,3.8
2.625,5.7
2.543,7.2
2.666,7.7
2.866,7.6
3.006,6.6
3.033,7.1
3.018,7.9
2.95,7.5
2.853,8.2
2.731,6.2
2.688,6.5
2.668,6.4
2.748,6.1
2.98,5.8
3.043,5.2
3.11,4.9
3.124,5.2
3.051,4.4
2.7,4.3
2.683,4.2
2.547,4.2
2.496,4
2.414,3.8
2.454,4.1
2.724,5.4
3.001,4.9
3.08,5.7
3.15,5.7
3.175,5.7
3.171,6.5
3.14,7
3.118,6.2
3.105,5.4
3.09,4.6
3.056,4.4
3.03,4.2
3.112,3.2
3.141,3.5
3.201,2.5
3.283,2.4
3.388,1.6
3.299,1.9
3.097,1.4
3.05,1.1
2.983,1
2.924,1
2.894,0.5
2.974,1.7
3.104,2.5
3.296,3.1
3.936,1.6
4.299,1.8
4.39,3.5
4.21,3.2
4.211,3.4
3.965,2.4
3.8,2.4
3.557,2.7
3.534,2.6
3.334,2.2
3.455,1.8
3.412,2.5
3.386,2
3.49,1.6
3.535,0.9
3.415,0.1
3.177,-0.6
3.129,-0.8
3.062,-1.2
3.027,-1.1
3.031,-0.5
3.077,0.9
3.239,1.9
3.741,3.2
4.339,4.1
4.789,5.7
4.293,2.3
3.916,1.6
3.922,2.8
3.613,3.4
3.612,3.4
3.452,3.3
3.412,3
3.501,3.2
4.027,2.8
4.106,2.4
4.264,1.7
3.97,1.1
3.952,0.8
3.691,-0.2
3.26,-0.2
3.116,-0.7
3.041,-0.2
2.95,-0.5
2.926,-1.4
2.959,-1.4
3.089,1.3
3.491,3.6
4.31,5.9
4.449,4.8
4.193,5.6
3.854,4.6
3.747,6.4
3.603,5.5
3.523,5
3.344,5
3.382,4.5
3.319,5.2
3.48,4.6
3.575,4.9
3.494,3.9
3.298,3.3
3.164,2.4
3.052,1
2.876,0.5
2.988,0.2
2.799,-0.4
2.746,-0.2
2.727,-0.6
2.709,1.4
2.996,3.2
3.616,4.4
3.878,5.7
4.116,6.7
3.915,7
4.004,7.5
4.105,8.5
4.025,9.1
4.11,9.7
3.169,7.8
3.045,7.4
3.051,8.5
3.121,7.9
3.397,7.4
3.419,6
3.13,4.9
3.131,3.9
3.08,3.6
3.02,3
2.942,2.8
2.895,2.1
2.872,1
2.852,1.4
2.812,4.7
2.873,7.4
2.905,8.5
3.017,8.4
3.221,9.2
3.328,9.8
3.197,8.5
3.104,9.9
3.028,9.9
2.914,10.1
2.844,10.8
2.848,11.3
2.888,10.6
2.99,8.1
3.22,7.2
3.242,6.6
3.185,6.8
3.166,5.8
3.14,5.4
3.034,5
2.766,5.8
2.654,6.5
2.565,7
2.563,6.7
2.582,7.1
2.583,8.2
2.641,8.2
2.711,9.3
2.799,9.3
2.911,9.7
2.941,9.8
2.925,10.4
2.91,10.5
2.842,10.9
2.797,11.3
2.806,11.8
2.878,10.5
2.946,10.7
3.065,11.4
3.163,11.2
3.199,11.1
3.194,10.9
3.145,10.4
3.037,9.9
2.959,9.6
2.743,9.3
2.718,8.7
2.67,9.1
2.716,8.9
2.977,8.8
3.299,8.7
3.708,9
3.996,8.6
3.806,8.6
3.68,9.5
3.705,10.4
3.631,12.4
3.72,13.8
3.268,13.5
3.218,13.1
3.235,12.2
3.684,10.1
4.014,7.8
3.891,5.8
3.302,3.9
3.294,3.2
3.179,3.2
3.025,2.8
2.903,2.4
2.801,1.6
2.735,1.3
2.718,1.8
2.703,3.1
2.818,4.6
3.615,5.6
4.586,7.8
4.85,9.7
4.591,9
4.135,9.3
4.131,9.9
4.138,9.5
3.929,9.1
3.083,9.2
3.063,9
3.039,9.1
3.08,9.4
3.721,9
3.612,8.4
3.02,7.4
2.965,7.5
2.904,7.5
2.703,7.7
2.501,7.7
2.443,6.9
2.426,6.3
2.433,6.6
2.48,7.6
2.524,7.8
2.849,8.7
3.591,8.8
3.6,8.6
3.462,9.4
3.353,10.7
3.294,11.8
3.241,10.9
3.274,11.4
2.985,11.8
2.891,10.5
2.948,10.4
3.394,10.4
3.725,10.3
3.618,9.8
3.247,10.1
3.179,9.1
2.804,9.2
2.668,8.6
2.541,9.2
2.372,8.9
2.243,9
2.068,9
2.263,9.4
2.601,9.6
3.475,9.7
4.16,9.9
4.149,10.6
4.254,11.2
4.473,10.9
4.401,11.3
4.404,11.5
4.422,11.5
3.287,12
2.897,12.4
2.903,11.6
3.16,10.7
3.289,10.3
3.28,10.4
2.838,10.6
2.808,10.2
2.77,10.6
2.681,10.1
2.566,10
2.501,9.9
2.471,9.9
2.5,10
2.513,9.8
2.672,10.7
3.038,11.3
3.896,13.6
4.155,14.7
3.99,16.3
3.895,17.1
3.98,17.9
3.772,19.9
3.638,19.9
3.421,20.2
3.376,20.4
3.031,19.6
3.119,17.9
3.18,16.8
2.977,16.9
2.884,17.3
2.864,16.8
2.697,16
2.506,15.2
2.344,14.1
2.304,14.1
2.218,14.1
2.094,14.8
2.084,15.7
2.257,16.5
2.326,18.3
2.378,19.9
2.493,19.1
2.506,17.2
2.507,18.7
2.411,17.4
2.383,17.6
2.283,17.7
2.197,17.1
2.227,17.3
2.387,16.2
2.692,16.3
2.737,15.1
2.717,14.5
2.566,13.4
2.649,12.3
2.631,12.4
2.519,12
2.309,11.6
1.812,10.4
1.412,10
1.218,10.3
1.165,13.1
1.152,14.2
1.198,14.6
1.236,14.7
1.404,14.9
2.206,15.3
2.43,15.5
2.201,16.1
1.947,15.7
1.788,16
1.614,15.9
1.719,15.7
1.884,15.1
2.305,15.8
2.491,16
2.581,16
2.515,15.3
2.539,14.7
2.477,13.8
2.395,12.4
2.336,11.2
2.314,11.2
2.297,9.8
2.287,11.4
2.308,12.3
2.449,12.1
4.909,12.5
4.006,13.3
4.531,14.2
4.982,14.5
4.941,14.7
4.983,15.2
4.744,16.2
4.817,15.3
3.693,15.3
3.694,15.4
3.606,17.4
3.479,17.8
3.511,17.1
3.37,15.8
2.874,14.9
2.795,14.3
2.683,13.4
2.422,12.3
2.407,11.4
2.334,10.7
2.307,10.2
2.301,10.1
2.328,11
2.426,12.9
2.828,13.6
3.658,13.4
5.003,13.3
4.189,13.2
4.175,14.1
3.694,14.3
3.654,14.5
3.655,16.2
3.101,16.1
2.91,13.8
2.906,13.5
3.184,13.8
3.375,13.4
3.339,13.4
2.771,13.2
2.8,12.9
2.731,12.6
2.499,11.4
2.264,11.5
2.122,9.9
1.961,9.9
1.964,10
2.092,10.8
2.322,12.9
4.178,13
10.085,11
